ID,board,player,winner
182.png,[0 0 2 0 1 1 1 2 0],O,0
183.png,[0 0 2 0 1 1 1 2 2],X,1
184.png,[0 0 2 0 1 1 2 0 1],O,0
185.png,[0 0 2 0 1 1 2 1 0],O,1
186.png,[0 0 2 0 1 1 2 1 2],X,1
187.png,[0 0 2 0 1 1 2 2 1],X,1
188.png,[0 0 2 0 1 1 2 2 2],O,1
189.png,[0 0 2 0 1 2 1 0 1],O,0
190.png,[0 0 2 0 1 2 1 1 0],O,0
191.png,[0 0 2 0 1 2 1 1 2],X,1
192.png,[0 0 2 0 1 2 1 2 1],X,1
193.png,[0 0 2 0 1 2 1 2 2],O,0
194.png,[0 0 2 0 1 2 2 1 1],X,1
195.png,[0 0 2 0 1 2 2 1 2],O,1
196.png,[0 0 2 0 1 2 2 2 1],O,1
197.png,[0 0 2 0 2 1 1 0 1],O,0
198.png,[0 0 2 0 2 1 1 1 0],O,1
199.png,[0 0 2 0 2 1 1 1 2],X,1
200.png,[0 0 2 0 2 1 1 2 1],X,1
201.png,[0 0 2 0 2 1 1 2 2],O,0
202.png,[0 0 2 0 2 1 2 1 1],X,1
203.png,[0 0 2 0 2 1 2 1 2],O,1
204.png,[0 0 2 0 2 1 2 2 1],O,0
205.png,[0 0 2 0 2 2 1 1 2],O,0
206.png,[0 0 2 0 2 2 1 2 1],O,0
207.png,[0 0 2 0 2 2 2 1 1],O,0
208.png,[0 0 2 1 0 0 1 1 2],O,0
209.png,[0 0 2 1 0 0 1 2 1],O,0
210.png,[0 0 2 1 0 0 2 1 1],O,0
211.png,[0 0 2 1 0 1 0 1 1],X,1
212.png,[0 0 2 1 0 1 0 1 2],O,1
213.png,[0 0 2 1 0 1 0 2 1],O,0
214.png,[0 0 2 1 0 1 1 2 2],X,1
215.png,[0 0 2 1 0 1 2 1 2],X,1
216.png,[0 0 2 1 0 1 2 2 1],X,1
217.png,[0 0 2 1 0 1 2 2 2],O,1
218.png,[0 0 2 1 0 2 0 1 1],O,2
219.png,[0 0 2 1 0 2 1 1 2],X,1
220.png,[0 0 2 1 0 2 1 2 1],X,1
221.png,[0 0 2 1 0 2 1 2 2],O,1
222.png,[0 0 2 1 0 2 2 1 1],X,1
223.png,[0 0 2 1 0 2 2 1 2],O,1
224.png,[0 0 2 1 0 2 2 2 1],O,1
225.png,[0 0 2 1 1 0 0 1 1],X,1
226.png,[0 0 2 1 1 0 0 1 2],O,2
227.png,[0 0 2 1 1 0 0 2 1],O,2
228.png,[0 0 2 1 1 0 1 0 1],X,1
229.png,[0 0 2 1 1 0 1 0 2],O,0
230.png,[0 0 2 1 1 0 1 1 0],X,1
231.png,[0 0 2 1 1 0 1 2 0],O,0
232.png,[0 0 2 1 1 0 1 2 2],X,1
233.png,[0 0 2 1 1 0 2 0 1],O,2
234.png,[0 0 2 1 1 0 2 1 0],O,2
235.png,[0 0 2 1 1 0 2 1 2],X,1
236.png,[0 0 2 1 1 0 2 2 1],X,1
237.png,[0 0 2 1 1 0 2 2 2],O,2
238.png,[0 0 2 1 1 2 0 0 1],O,0
239.png,[0 0 2 1 1 2 0 1 0],O,0
240.png,[0 0 2 1 1 2 0 1 2],X,1
241.png,[0 0 2 1 1 2 0 2 1],X,1
242.png,[0 0 2 1 1 2 0 2 2],O,0
243.png,[0 0 2 1 1 2 1 0 0],O,0
244.png,[0 0 2 1 1 2 1 0 2],X,1
245.png,[0 0 2 1 1 2 1 2 0],X,1
246.png,[0 0 2 1 1 2 2 0 1],X,1
247.png,[0 0 2 1 1 2 2 0 2],O,0
248.png,[0 0 2 1 1 2 2 1 0],X,1
249.png,[0 0 2 1 1 2 2 2 0],O,0
250.png,[0 0 2 1 1 2 2 2 2],X,1
251.png,[0 0 2 1 2 0 0 1 1],O,2
252.png,[0 0 2 1 2 0 1 0 1],O,1
253.png,[0 0 2 1 2 0 1 1 0],O,1
254.png,[0 0 2 1 2 0 1 1 2],X,1
255.png,[0 0 2 1 2 0 1 2 1],X,1
256.png,[0 0 2 1 2 0 1 2 2],O,1
257.png,[0 0 2 1 2 0 2 1 1],X,1
258.png,[0 0 2 1 2 0 2 1 2],O,2
259.png,[0 0 2 1 2 0 2 2 1],O,2
260.png,[0 0 2 1 2 1 0 0 1],O,0
261.png,[0 0 2 1 2 1 0 1 0],O,0
262.png,[0 0 2 1 2 1 0 1 2],X,1
263.png,[0 0 2 1 2 1 0 2 1],X,1
264.png,[0 0 2 1 2 1 0 2 2],O,0
265.png,[0 0 2 1 2 1 1 0 0],O,0
266.png,[0 0 2 1 2 1 1 0 2],X,1
267.png,[0 0 2 1 2 1 1 2 0],X,1
268.png,[0 0 2 1 2 1 2 0 1],X,1
269.png,[0 0 2 1 2 1 2 0 2],O,0
270.png,[0 0 2 1 2 1 2 1 0],X,1
271.png,[0 0 2 1 2 1 2 2 0],O,0
272.png,[0 0 2 1 2 1 2 2 2],X,1
273.png,[0 0 2 1 2 2 0 1 1],X,1
274.png,[0 0 2 1 2 2 0 1 2],O,2
275.png,[0 0 2 1 2 2 0 2 1],O,2
276.png,[0 0 2 1 2 2 1 0 1],X,1
277.png,[0 0 2 1 2 2 1 0 2],O,1
278.png,[0 0 2 1 2 2 1 1 0],X,1
279.png,[0 0 2 1 2 2 1 2 0],O,1
280.png,[0 0 2 1 2 2 1 2 2],X,1
281.png,[0 0 2 1 2 2 2 0 1],O,1
282.png,[0 0 2 1 2 2 2 1 0],O,1
283.png,[0 0 2 1 2 2 2 1 2],X,1
284.png,[0 0 2 1 2 2 2 2 1],X,1
285.png,[0 0 2 1 2 2 2 2 2],O,1
286.png,[0 0 2 2 0 1 0 1 1],O,0
287.png,[0 0 2 2 0 1 1 1 2],X,1
288.png,[0 0 2 2 0 1 1 2 1],X,1
289.png,[0 0 2 2 0 1 1 2 2],O,1
290.png,[0 0 2 2 0 1 2 1 1],X,1
291.png,[0 0 2 2 0 1 2 1 2],O,1
292.png,[0 0 2 2 0 1 2 2 1],O,0
293.png,[0 0 2 2 0 2 1 1 2],O,0
294.png,[0 0 2 2 0 2 1 2 1],O,0
295.png,[0 0 2 2 0 2 2 1 1],O,0
296.png,[0 0 2 2 1 0 0 1 1],O,1
297.png,[0 0 2 2 1 0 1 0 1],O,0
298.png,[0 0 2 2 1 0 1 1 0],O,0
299.png,[0 0 2 2 1 0 1 1 2],X,1
300.png,[0 0 2 2 1 0 1 2 1],X,1
301.png,[0 0 2 2 1 0 1 2 2],O,0
302.png,[0 0 2 2 1 0 2 1 1],X,1
303.png,[0 0 2 2 1 0 2 1 2],O,2
304.png,[0 0 2 2 1 0 2 2 1],O,2
305.png,[0 0 2 2 1 1 0 0 1],O,0
306.png,[0 0 2 2 1 1 0 1 0],O,0
307.png,[0 0 2 2 1 1 0 1 2],X,1
308.png,[0 0 2 2 1 1 0 2 1],X,1
309.png,[0 0 2 2 1 1 0 2 2],O,0
310.png,[0 0 2 2 1 1 1 0 0],O,0
311.png,[0 0 2 2 1 1 1 0 2],X,1
312.png,[0 0 2 2 1 1 1 2 0],X,1
313.png,[0 0 2 2 1 1 2 0 1],X,1
314.png,[0 0 2 2 1 1 2 0 2],O,0
315.png,[0 0 2 2 1 1 2 1 0],X,1
316.png,[0 0 2 2 1 1 2 2 0],O,0
317.png,[0 0 2 2 1 1 2 2 2],X,1
318.png,[0 0 2 2 1 2 0 1 1],X,1
319.png,[0 0 2 2 1 2 0 1 2],O,1
320.png,[0 0 2 2 1 2 0 2 1],O,1
321.png,[0 0 2 2 1 2 1 0 1],X,1
322.png,[0 0 2 2 1 2 1 0 2],O,0
323.png,[0 0 2 2 1 2 1 1 0],X,1
324.png,[0 0 2 2 1 2 1 2 0],O,0
325.png,[0 0 2 2 1 2 1 2 2],X,1
326.png,[0 0 2 2 1 2 2 0 1],O,0
327.png,[0 0 2 2 1 2 2 1 0],O,2
328.png,[0 0 2 2 1 2 2 1 2],X,1
329.png,[0 0 2 2 1 2 2 2 1],X,1
330.png,[0 0 2 2 1 2 2 2 2],O,2
331.png,[0 0 2 2 2 0 1 1 2],O,0
332.png,[0 0 2 2 2 0 1 2 1],O,0
333.png,[0 0 2 2 2 0 2 1 1],O,0
334.png,[0 0 2 2 2 1 0 1 1],X,1
335.png,[0 0 2 2 2 1 0 1 2],O,1
336.png,[0 0 2 2 2 1 0 2 1],O,0
337.png,[0 0 2 2 2 1 1 0 1],X,1
338.png,[0 0 2 2 2 1 1 0 2],O,1
339.png,[0 0 2 2 2 1 1 1 0],X,1
340.png,[0 0 2 2 2 1 1 2 0],O,1
341.png,[0 0 2 2 2 1 1 2 2],X,1
342.png,[0 0 2 2 2 1 2 0 1],O,0
343.png,[0 0 2 2 2 1 2 1 0],O,1
344.png,[0 0 2 2 2 1 2 1 2],X,1
345.png,[0 0 2 2 2 1 2 2 1],X,1
346.png,[0 0 2 2 2 1 2 2 2],O,0
347.png,[0 0 2 2 2 2 0 1 1],O,1
348.png,[0 0 2 2 2 2 1 0 1],O,1
349.png,[0 0 2 2 2 2 1 1 0],O,1
350.png,[0 0 2 2 2 2 1 1 2],X,1
351.png,[0 0 2 2 2 2 1 2 1],X,1
352.png,[0 0 2 2 2 2 1 2 2],O,1
353.png,[0 0 2 2 2 2 2 1 1],X,1
354.png,[0 0 2 2 2 2 2 1 2],O,2
355.png,[0 0 2 2 2 2 2 2 1],O,0
356.png,[0 1 0 0 0 1 1 1 2],X,1
357.png,[0 1 0 0 0 1 1 2 1],X,2
358.png,[0 1 0 0 0 1 1 2 2],O,2
359.png,[0 1 0 0 0 1 2 1 1],X,1
360.png,[0 1 0 0 0 1 2 1 2],O,1
361.png,[0 1 0 0 0 1 2 2 1],O,2
362.png,[0 1 0 0 0 2 1 1 2],O,0
363.png,[0 1 0 0 0 2 1 2 1],O,0
364.png,[0 1 0 0 0 2 2 1 1],O,0
365.png,[0 1 0 0 1 0 1 2 1],X,2
366.png,[0 1 0 0 1 0 1 2 2],O,0
367.png,[0 1 0 0 1 0 2 2 1],O,0
368.png,[0 1 0 0 1 1 1 0 2],X,2
369.png,[0 1 0 0 1 1 1 2 0],X,2
370.png,[0 1 0 0 1 1 2 0 1],X,1
371.png,[0 1 0 0 1 1 2 0 2],O,2
372.png,[0 1 0 0 1 1 2 2 0],O,0
373.png,[0 1 0 0 1 1 2 2 2],X,1
374.png,[0 1 0 0 1 2 1 0 1],X,2
375.png,[0 1 0 0 1 2 1 0 2],O,2
376.png,[0 1 0 0 1 2 1 2 0],O,0
377.png,[0 1 0 0 1 2 1 2 2],X,2
378.png,[0 1 0 0 1 2 2 0 1],O,2
379.png,[0 1 0 0 1 2 2 2 1],X,1
380.png,[0 1 0 0 1 2 2 2 2],O,0
381.png,[0 1 0 0 2 0 1 1 2],O,0
382.png,[0 1 0 0 2 0 1 2 1],O,0
383.png,[0 1 0 0 2 0 2 1 1],O,0
384.png,[0 1 0 0 2 1 1 0 1],X,2
385.png,[0 1 0 0 2 1 1 0 2],O,2
386.png,[0 1 0 0 2 1 1 1 0],X,1
387.png,[0 1 0 0 2 1 1 2 0],O,2
388.png,[0 1 0 0 2 1 1 2 2],X,2
389.png,[0 1 0 0 2 1 2 0 1],O,2
390.png,[0 1 0 0 2 1 2 1 0],O,0
391.png,[0 1 0 0 2 1 2 1 2],X,1
392.png,[0 1 0 0 2 1 2 2 1],X,1
393.png,[0 1 0 0 2 1 2 2 2],O,2
394.png,[0 1 0 0 2 2 1 0 1],O,2
395.png,[0 1 0 0 2 2 1 1 0],O,0
396.png,[0 1 0 0 2 2 1 1 2],X,0
397.png,[0 1 0 0 2 2 1 2 1],X,2
398.png,[0 1 0 0 2 2 1 2 2],O,0
399.png,[0 1 0 0 2 2 2 1 1],X,1
400.png,[0 1 0 0 2 2 2 1 2],O,0
401.png,[0 1 0 0 2 2 2 2 1],O,2
402.png,[0 1 0 1 0 0 1 1 2],X,1
403.png,[0 1 0 1 0 0 1 2 1],X,2
404.png,[0 1 0 1 0 0 1 2 2],O,2
405.png,[0 1 0 1 0 0 2 1 1],X,1
406.png,[0 1 0 1 0 0 2 1 2],O,1
407.png,[0 1 0 1 0 0 2 2 1],O,2
408.png,[0 1 0 1 0 1 1 0 2],X,1
409.png,[0 1 0 1 0 1 2 0 1],X,1
410.png,[0 1 0 1 0 1 2 0 2],O,1
411.png,[0 1 0 1 0 1 2 2 2],X,1
412.png,[0 1 0 1 0 2 1 0 1],X,2
413.png,[0 1 0 1 0 2 1 0 2],O,2
414.png,[0 1 0 1 0 2 1 2 2],X,1
415.png,[0 1 0 1 0 2 2 0 1],O,2
416.png,[0 1 0 1 0 2 2 1 2],X,1
417.png,[0 1 0 1 0 2 2 2 1],X,1
418.png,[0 1 0 1 0 2 2 2 2],O,1
419.png,[0 1 0 1 1 0 0 2 1],X,2
420.png,[0 1 0 1 1 0 0 2 2],O,0
421.png,[0 1 0 1 1 0 1 0 2],X,1
422.png,[0 1 0 1 1 0 2 0 1],X,2
423.png,[0 1 0 1 1 0 2 0 2],O,2
424.png,[0 1 0 1 1 0 2 2 2],X,1
425.png,[0 1 0 1 1 2 0 0 1],X,2
426.png,[0 1 0 1 1 2 0 0 2],O,0
427.png,[0 1 0 1 1 2 0 2 0],O,0
428.png,[0 1 0 1 1 2 0 2 2],X,0
429.png,[0 1 0 1 1 2 1 0 0],X,1
430.png,[0 1 0 1 1 2 2 0 0],O,0
431.png,[0 1 0 1 1 2 2 0 2],X,2
432.png,[0 1 0 1 1 2 2 2 0],X,1
433.png,[0 1 0 1 2 0 0 1 1],X,1
434.png,[0 1 0 1 2 0 0 1 2],O,0
435.png,[0 1 0 1 2 0 0 2 1],O,2
436.png,[0 1 0 1 2 0 1 0 1],X,2
437.png,[0 1 0 1 2 0 1 0 2],O,2
438.png,[0 1 0 1 2 0 1 2 2],X,1
439.png,[0 1 0 1 2 0 2 0 1],O,2
440.png,[0 1 0 1 2 0 2 1 2],X,1
441.png,[0 1 0 1 2 0 2 2 1],X,2
442.png,[0 1 0 1 2 0 2 2 2],O,2
443.png,[0 1 0 1 2 1 0 0 1],X,1
444.png,[0 1 0 1 2 1 0 0 2],O,0
445.png,[0 1 0 1 2 1 0 1 0],X,1
446.png,[0 1 0 1 2 1 0 2 0],O,0
447.png,[0 1 0 1 2 1 0 2 2],X,1
448.png,[0 1 0 1 2 1 1 0 0],X,1
449.png,[0 1 0 1 2 1 2 0 0],O,0
450.png,[0 1 0 1 2 1 2 0 2],X,1
451.png,[0 1 0 1 2 1 2 2 0],X,1
452.png,[0 1 0 1 2 2 0 0 1],O,2
453.png,[0 1 0 1 2 2 0 1 0],O,0
454.png,[0 1 0 1 2 2 0 1 2],X,1
455.png,[0 1 0 1 2 2 0 2 1],X,1
456.png,[0 1 0 1 2 2 0 2 2],O,0
457.png,[0 1 0 1 2 2 1 0 0],O,1
458.png,[0 1 0 1 2 2 1 0 2],X,1
459.png,[0 1 0 1 2 2 1 2 0],X,1
460.png,[0 1 0 1 2 2 2 0 1],X,2
461.png,[0 1 0 1 2 2 2 0 2],O,2
462.png,[0 1 0 1 2 2 2 1 0],X,1
463.png,[0 1 0 1 2 2 2 2 0],O,1
464.png,[0 1 0 1 2 2 2 2 2],X,1
465.png,[0 1 0 2 0 0 1 1 2],O,0
466.png,[0 1 0 2 0 0 1 2 1],O,0
467.png,[0 1 0 2 0 0 2 1 1],O,0
468.png,[0 1 0 2 0 1 1 0 1],X,2
469.png,[0 1 0 2 0 1 1 0 2],O,2
470.png,[0 1 0 2 0 1 1 2 2],X,1
471.png,[0 1 0 2 0 1 2 0 1],O,2
472.png,[0 1 0 2 0 1 2 1 2],X,1
473.png,[0 1 0 2 0 1 2 2 1],X,1
474.png,[0 1 0 2 0 1 2 2 2],O,1
475.png,[0 1 0 2 0 2 1 0 1],O,2
476.png,[0 1 0 2 0 2 1 1 2],X,1
477.png,[0 1 0 2 0 2 1 2 1],X,2
478.png,[0 1 0 2 0 2 1 2 2],O,2
479.png,[0 1 0 2 0 2 2 1 1],X,1
480.png,[0 1 0 2 0 2 2 1 2],O,1
481.png,[0 1 0 2 0 2 2 2 1],O,2
482.png,[0 1 0 2 1 0 0 2 1],O,0
483.png,[0 1 0 2 1 0 1 0 1],X,2
484.png,[0 1 0 2 1 0 1 0 2],O,2
485.png,[0 1 0 2 1 0 1 2 2],X,1
486.png,[0 1 0 2 1 0 2 0 1],O,2
487.png,[0 1 0 2 1 0 2 2 1],X,2
488.png,[0 1 0 2 1 0 2 2 2],O,0
489.png,[0 1 0 2 1 1 0 0 1],X,1
490.png,[0 1 0 2 1 1 0 0 2],O,0
491.png,[0 1 0 2 1 1 0 2 0],O,0
492.png,[0 1 0 2 1 1 0 2 2],X,1
493.png,[0 1 0 2 1 1 1 0 0],X,2
494.png,[0 1 0 2 1 1 2 0 0],O,0
495.png,[0 1 0 2 1 1 2 0 2],X,2
496.png,[0 1 0 2 1 1 2 2 0],X,0
497.png,[0 1 0 2 1 2 0 0 1],O,2
498.png,[0 1 0 2 1 2 0 2 1],X,1
499.png,[0 1 0 2 1 2 0 2 2],O,0
500.png,[0 1 0 2 1 2 1 0 0],O,2
501.png,[0 1 0 2 1 2 1 0 2],X,2
502.png,[0 1 0 2 1 2 1 2 0],X,1
503.png,[0 1 0 2 1 2 2 0 1],X,2
504.png,[0 1 0 2 1 2 2 0 2],O,2
505.png,[0 1 0 2 1 2 2 2 0],O,0
506.png,[0 1 0 2 1 2 2 2 2],X,2
507.png,[0 1 0 2 2 0 0 1 1],O,0
508.png,[0 1 0 2 2 0 1 0 1],O,2
509.png,[0 1 0 2 2 0 1 1 2],X,1
510.png,[0 1 0 2 2 0 1 2 1],X,2
511.png,[0 1 0 2 2 0 1 2 2],O,2
512.png,[0 1 0 2 2 0 2 1 1],X,0
513.png,[0 1 0 2 2 0 2 1 2],O,0
514.png,[0 1 0 2 2 0 2 2 1],O,0
515.png,[0 1 0 2 2 1 0 0 1],O,1
516.png,[0 1 0 2 2 1 0 1 0],O,0
